N,P,K,temperature,humidity,ph,rainfall,soil_type,Crop
56,64,55,32.78,22.88,4.01,127.97,loamy,maize
23,119,54,17.41,76.17,5.6,217.84,loamy,bajra
49,61,118,30.59,59.97,8,182.95,loamy,jowar
143,46,88,25.61,47.9,7.01,189.98,sandy,pulses
106,24,193,21.86,91.03,8.52,118.95,clay,groundnut
63,22,45,13.36,23.58,4.04,177.97,sandy,rice
55,7,147,17.92,82.37,8.47,111.68,loamy,cotton
125,6,151,28.52,44.37,7.99,96.5,sandy,barley
68,32,157,13.95,57.36,7.54,71.02,clay,soybean
85,109,151,30.96,54.41,6.02,252.4,clay,bajra
77,65,162,26.03,41.81,5.83,114.63,loamy,wheat
85,16,79,23.04,23.48,6.6,256.1,sandy,groundnut
47,97,40,28.6,44.68,4.5,77.67,loamy,soybean
107,118,99,13.3,50.37,5.19,169.3,loamy,bajra
75,88,137,37.81,35.22,6.02,76.65,clay,barley
112,7,105,34.77,81.87,4.14,94.42,sandy,pulses
111,89,105,27.2,26.75,5.99,91.2,sandy,soybean
59,98,29,23.93,61.2,5.5,230.35,loamy,oilseeds
87,90,69,17.38,49.35,7.3,292.66,loamy,maize
110,109,155,19.08,93.66,7.07,257.62,clay,pulses
80,61,28,17.88,96.54,4.73,50.14,sandy,sugarcane
10,18,144,34.06,38.05,8.38,231.8,loamy,soybean
48,85,150,35.95,95.9,5.09,110.61,clay,rice
15,71,87,25.02,23.58,8.4,255.61,sandy,pulses
12,109,60,24.79,52.94,7.26,113.1,sandy,millet
73,33,8,23.17,51.25,4.29,269.97,sandy,jowar
77,56,122,18.23,24.36,8.34,93.22,clay,soybean
4,7,51,27.53,53.32,8.26,115.7,sandy,bajra
81,83,6,37.8,87.58,5.31,92.07,loamy,sugarcane
108,93,45,18.2,49.64,5.57,133.95,clay,barley
126,116,195,11.93,98.75,7.87,216.61,clay,gram
144,63,11,16.65,86.84,8.05,244.68,clay,jowar
108,20,21,24.34,53.77,6.31,287.37,sandy,sugarcane
124,113,69,36.11,20.69,6.01,263.71,sandy,groundnut
12,11,172,37.61,32.1,8.41,74.15,loamy,cotton
87,93,126,14.72,73.59,4.01,243.83,sandy,oilseeds
93,116,130,19.05,64.09,8.78,202.71,sandy,jowar
28,72,164,13.15,91.35,7.12,152.53,loamy,millet
51,86,57,24.6,72.93,6.65,270.19,clay,bajra
4,99,173,28.83,40.53,4.45,276.54,clay,rice
146,47,27,17.96,91.63,4.94,299.64,loamy,barley
108,48,51,35.52,48.83,6.14,201.04,clay,jowar
35,95,136,28.19,92.11,5.15,154.53,sandy,sugarcane
50,33,125,11.79,24.52,8.32,92.36,loamy,sugarcane
28,33,47,39.09,56.15,8.95,140.75,clay,groundnut
37,93,64,34.16,32.31,7.52,233.74,sandy,oilseeds
122,73,98,17.75,87.75,7.98,30.14,loamy,jowar
106,29,142,17.51,48.42,8.04,211,sandy,wheat
84,81,68,15.98,25.25,5.28,253.77,loamy,bajra
39,19,88,22.34,85.39,7.22,45.39,sandy,pulses
117,46,96,26.43,56.05,4.76,144.14,sandy,oilseeds
136,94,165,23.17,81.36,6.97,96.89,loamy,maize
56,65,91,15.26,36.92,5.39,285.58,loamy,barley
41,13,146,17.35,69.27,7.37,286.16,loamy,soybean
138,61,88,36.33,31.34,8.55,111.95,loamy,cotton
18,66,162,31.52,32.6,7.43,46.67,loamy,bajra
139,116,112,20.74,71.43,6.07,272.92,loamy,groundnut
120,56,31,30.43,21.32,5.4,100.77,sandy,groundnut
19,13,107,30.33,89.85,4.17,289.87,loamy,oilseeds
130,61,193,28.59,30.14,8.5,120.74,loamy,gram
72,24,87,35.42,70.78,4.54,257.55,clay,millet
99,104,132,38.81,83.22,7.36,235.54,loamy,wheat
57,23,161,35.33,53.06,6.03,50.74,clay,rice
9,99,95,27.02,68.05,6.53,284.99,clay,bajra
116,17,195,24.19,96.11,8.96,127.83,loamy,groundnut
52,14,27,13.5,81.56,4.48,79.48,sandy,oilseeds
123,34,135,22.92,93.78,7.6,255.77,sandy,barley
1,62,49,34.17,42.13,4.63,86.72,clay,oilseeds
58,111,23,21.6,37.71,4.54,184.51,loamy,millet
26,9,152,13.77,92.61,6.98,121.05,sandy,gram
8,67,178,36.89,54.43,5.08,44.05,loamy,oilseeds
97,83,148,33.9,91.47,6.54,183.54,sandy,maize
127,96,37,16.88,85.52,8.64,282.64,loamy,wheat
22,23,197,23.82,45.54,5.83,166.59,clay,jowar
57,106,40,23.07,72.54,4.7,154.66,clay,wheat
37,55,87,34.64,29.26,6.5,292.37,loamy,sugarcane
50,30,162,30.34,20.59,5.99,174.18,sandy,oilseeds
15,65,156,14.65,51.52,4.28,234.58,clay,cotton
13,117,195,21.02,77.71,4.97,161.53,clay,soybean
15,88,111,27.15,40.64,8.08,207.94,clay,maize
63,93,95,38.89,89.2,6.58,259.71,clay,groundnut
33,62,74,30.05,73.63,7.76,238.41,clay,sugarcane
142,112,108,39.32,99.06,6.38,161.64,clay,maize
129,93,28,11.1,49.55,8.21,145.45,loamy,groundnut
18,73,25,17,96.2,6.51,200.52,sandy,gram
88,7,88,21.33,55.81,6.37,158.86,loamy,groundnut
14,108,122,21.04,68,8.27,108.67,sandy,maize
132,37,169,28.49,43.03,4.59,223.62,clay,gram
55,110,36,26.72,82.36,7.02,275,clay,gram
6,104,30,14.1,80.73,4.01,142.17,clay,gram
13,100,94,38.04,92.38,6.47,251.62,loamy,rice
109,38,120,33.38,60.01,6.08,230.5,sandy,millet
89,49,16,31.84,77.88,7.23,100.52,sandy,sugarcane
16,39,146,24.57,25.49,8.43,110.37,sandy,millet
117,15,16,36.89,48.94,4.34,274.92,loamy,bajra
2,43,164,30.79,60.85,7.75,247.49,clay,groundnut
14,110,78,17.72,23.62,8.79,176.19,clay,pulses
98,39,49,34.87,32.76,7.24,61.83,loamy,sugarcane
22,68,136,35.09,35.27,6.02,185.53,clay,sugarcane
8,28,89,30.27,55.21,4.52,186.82,sandy,soybean
121,66,130,23.08,60.8,6.67,64.99,loamy,jowar
28,5,42,24.69,56.87,5.1,182.7,clay,wheat
65,65,176,21.01,76.07,7.92,241.74,clay,cotton
21,24,5,24.09,25.19,7.77,48.24,clay,rice
130,52,50,11.33,48.02,7.74,105.44,sandy,soybean
128,10,47,33.65,45.04,6.48,69.52,loamy,groundnut
39,42,57,12.08,49.55,5.28,281.49,sandy,gram
62,106,65,35.76,75.49,4.18,279.26,sandy,pulses
105,50,67,39.79,58.45,5.72,114.84,loamy,jowar
19,116,17,34.96,63.3,8.69,155.24,loamy,cotton
32,9,104,33.48,88.97,8.07,268.98,clay,rice
59,74,127,28.35,23.55,4.13,265.22,sandy,bajra
112,19,23,22.88,23.16,8.25,129.1,sandy,sugarcane
129,6,144,36.08,60.18,7.78,188.01,loamy,millet
22,41,172,20.63,49.37,4.56,270.83,loamy,sugarcane
50,19,144,24.59,91.03,7.65,232.13,loamy,pulses
49,80,105,24.06,59.16,4.29,49.77,sandy,bajra
45,83,166,12.02,58.41,6.9,289.01,clay,cotton
59,70,122,38.89,79.74,8.04,97.49,sandy,sugarcane
127,105,190,36.53,30.04,5.19,125.7,sandy,groundnut
61,70,61,13.14,52.55,7.42,277.22,loamy,jowar
130,89,7,35.34,78.35,7.03,34.42,loamy,cotton
61,58,141,25.63,42.64,7.98,213.9,sandy,wheat
109,44,112,37.86,56.65,8.97,160.81,clay,bajra
98,95,47,38.46,99.1,6.53,277.02,clay,millet
121,49,86,22.2,43.45,7.43,54.8,sandy,pulses
81,59,5,33.03,95.03,7.57,46.37,sandy,gram
120,30,117,29.5,35.33,6.5,29.2,clay,rice
140,9,52,14.2,90.3,6.38,237.07,sandy,maize
47,39,69,10.06,75.71,8.82,170.44,sandy,bajra
7,29,185,24.83,85.85,5.38,115.13,sandy,sugarcane
73,31,120,15.74,39.55,7.93,206.08,loamy,wheat
37,17,180,37.65,65.31,4.43,225.81,sandy,jowar
79,72,87,12.31,30.89,5.8,273.66,clay,gram
68,98,78,20.53,83.5,8.46,102.05,sandy,oilseeds
60,84,184,33.3,41.32,6.65,133.75,sandy,pulses
61,32,99,20.18,87.24,4.2,161.1,sandy,soybean
146,52,53,24.3,46.47,6.45,54.9,clay,gram
34,32,102,37.38,74.65,8.3,42.12,sandy,wheat
12,113,77,10.77,59.79,7.11,61.38,clay,millet
9,40,16,24.59,57.81,8.4,267.71,sandy,wheat
0,29,118,37.08,47.45,4.29,156.27,sandy,soybean
131,13,178,24.86,87.99,8.46,198.27,clay,wheat
98,60,11,32.92,51.83,8.71,112.94,sandy,soybean
113,47,119,24.24,26.79,4.96,126.57,clay,pulses
91,92,115,20.22,88.8,5.12,206.67,sandy,jowar
43,103,32,24.27,42.95,6.61,182.38,loamy,wheat
68,73,38,13.6,39.71,8.76,80.14,sandy,soybean
128,53,68,33.97,42.52,6.85,235.49,clay,jowar
20,95,56,31.73,34.52,5.91,238.22,clay,sugarcane
41,37,96,36.09,93.28,5.02,235.09,loamy,gram
35,60,118,39.29,59.65,8.88,122.32,clay,cotton
90,28,137,38.89,41.76,8.64,56.62,sandy,jowar
146,101,183,10.14,70.93,4.26,135.64,clay,wheat
56,27,62,31.75,58.72,8.58,30.69,loamy,rice
9,93,128,27.98,32.4,6.43,139.38,loamy,oilseeds
24,53,109,12.24,95.55,4.72,127.28,sandy,pulses
133,9,5,22.92,82.99,8.35,79.27,loamy,bajra
136,66,160,22.38,39.29,7.72,133.52,clay,jowar
82,17,185,21.36,35.77,7.24,234.25,sandy,oilseeds
83,97,8,34.59,51.04,6.09,240.07,sandy,bajra
148,93,198,12.48,92.38,5.35,202.46,clay,bajra
43,45,118,15.52,20.25,8.72,117.1,sandy,bajra
58,49,11,19.1,99.14,4.36,125.65,clay,maize
90,117,57,20.47,51.23,8.24,212.31,sandy,oilseeds
134,23,36,39.65,82.2,7.46,47.12,sandy,oilseeds
127,67,92,37.44,57.41,4.7,170.2,clay,maize
44,101,37,34.66,83.11,7.07,60.21,sandy,maize
112,75,178,22.14,25.44,4.63,82.71,loamy,gram
63,40,38,26.78,98.7,4.39,243.96,sandy,rice
103,42,74,35.58,71.76,6.72,284.13,clay,groundnut
136,42,97,18.32,55.9,6.16,47.69,sandy,millet
126,111,156,14.77,49.57,7.43,172.75,clay,pulses
56,53,188,15.89,56.87,8.77,260.79,loamy,maize
42,26,95,23.7,73.32,8.43,284.86,sandy,gram
74,44,34,11.98,70.85,7.75,256.2,clay,bajra
39,10,77,26.02,42.78,6.29,84.25,clay,barley
134,45,187,36.05,69.42,4.71,132.92,sandy,maize
56,54,137,20.66,90.27,6.33,109.81,sandy,groundnut
5,107,162,26.88,61.23,5.06,186.51,clay,jowar
106,95,151,16.66,85.89,4.51,180.89,loamy,bajra
94,119,125,35.76,44.63,6.81,150.89,loamy,oilseeds
15,91,149,32.88,97.63,7.51,107.9,loamy,groundnut
50,110,169,18.19,77.62,6.28,128.21,clay,wheat
59,100,87,12.01,34.32,8.98,199.18,loamy,groundnut
108,103,10,33.3,72.11,6.14,149.13,clay,wheat
122,39,164,31.78,98.39,5.21,188.51,sandy,millet
23,85,125,24.66,86.47,6.86,295.04,loamy,maize
105,14,161,21.88,20.65,8.43,170.45,sandy,pulses
136,38,178,26.34,59.39,4.53,185.82,clay,gram
23,9,54,33.32,39.43,6.6,208.49,clay,rice
42,104,62,28.51,77.23,8.04,299.04,sandy,gram
86,26,111,34.59,36.45,6.31,212.89,loamy,groundnut
54,37,11,22.84,66.45,6.07,60.47,loamy,groundnut
135,55,133,34.72,91.6,8.93,184.95,loamy,soybean
133,40,98,28.95,37.17,5.5,172.47,clay,rice
72,36,132,26.05,64.32,6.87,229.84,loamy,barley
32,35,96,25.89,38.95,4.99,48.22,loamy,millet
149,109,27,33.3,26.86,8.62,158.48,sandy,maize
140,113,90,20.75,96.51,7.28,231.2,clay,cotton
52,45,94,24.57,91.54,8.26,181.97,clay,gram
133,41,124,31.69,62.71,7.41,173.39,loamy,jowar
101,103,138,19.26,92.53,6.1,282.06,sandy,wheat
45,20,111,21.96,37.19,8.28,139.89,loamy,pulses
107,84,107,23.75,35.14,7.16,282.25,loamy,pulses
89,16,72,19.77,73.92,8.39,295.48,sandy,gram
111,115,76,19.46,95.91,7.21,137.46,clay,sugarcane
146,9,54,34.02,97.27,7.44,147.43,loamy,cotton
131,40,101,39.06,50.08,7.05,203.43,clay,barley
45,79,178,30.9,33.07,7.95,223.22,loamy,pulses
149,10,15,16.71,63.57,4.5,184.37,clay,soybean
128,82,59,38.5,37.07,4.5,44.05,sandy,wheat
130,35,72,10.28,38.27,5.18,55.35,clay,millet
37,87,96,37.23,90.54,4.91,35.79,clay,gram
98,18,29,34.77,74.2,4.28,69.18,clay,soybean
84,96,92,24.81,29.8,4.55,219.3,clay,barley
145,13,89,28.65,36.98,4.7,27.05,loamy,sugarcane
49,114,112,32.69,93.66,4.04,109.99,clay,wheat
85,9,122,26.37,75.23,8.03,98.48,loamy,maize
126,95,65,31.07,86.77,8.66,199.92,loamy,rice
76,47,55,15.3,75.78,8.38,287,clay,millet
59,28,24,16.24,93.77,5.14,282.43,loamy,rice
28,15,181,39.96,60.42,5.99,258.13,clay,millet
117,40,189,20.26,76.38,5.56,168.87,sandy,jowar
123,25,157,26.37,99.77,8.28,23.89,loamy,soybean
16,40,156,37.05,73.61,7.29,231.85,sandy,rice
5,72,55,36.56,67.04,5.3,267.51,clay,gram
77,50,126,18.86,70.18,4.35,211.98,sandy,gram
52,101,138,16.93,42.55,4.11,64.79,sandy,gram
96,38,161,20.98,75.11,6.68,184.43,sandy,rice
40,6,153,20.38,73.05,6.77,69.52,loamy,oilseeds
42,77,155,16.1,69.74,8.61,179.7,sandy,oilseeds
21,52,97,15.17,96.33,7.27,68.38,loamy,cotton
16,52,61,28.94,96.32,5.95,183.99,sandy,sugarcane
105,106,111,38.72,79.22,5.3,193.16,sandy,groundnut
122,108,69,21.68,81.12,8.48,23.92,clay,maize
27,12,107,31.7,37.94,5.72,191.97,sandy,wheat
9,56,44,33.96,30.07,7.46,110.82,sandy,cotton
27,114,167,24.95,80.78,7.11,21.72,sandy,rice
46,67,147,19.21,57.35,5.71,229.03,clay,maize
54,38,160,10.72,46.74,4.06,115.07,loamy,bajra
59,85,59,35.37,88.75,6.49,163.42,sandy,sugarcane
29,23,192,16.82,70.25,4.41,31.01,sandy,millet
25,76,39,31.36,58.97,6.49,124.25,loamy,cotton
17,23,11,27.61,96.72,6.86,226.62,clay,cotton
67,45,187,19.44,76.65,4.9,181.42,loamy,oilseeds
53,110,163,22.34,29.23,8.06,95.33,clay,millet
116,33,6,30.79,39.03,4.96,44.88,loamy,bajra
90,67,192,36.4,68.03,8.76,122.73,loamy,rice
4,64,91,38.81,86.73,8.6,269.15,sandy,bajra
94,103,152,34.13,49.42,4.42,34.13,sandy,barley
125,113,44,37.87,57.84,7.57,33.71,sandy,pulses
113,116,125,15.1,51.11,6.12,264.69,sandy,bajra
37,115,156,15.51,80.26,8.76,68.16,sandy,sugarcane
78,10,90,17.74,60.25,4.58,177.58,clay,cotton
1,69,167,23.7,67.02,8.59,101.53,sandy,groundnut
108,20,198,32.8,95.36,5.98,290.86,loamy,pulses
119,74,66,16.95,84.35,6.3,233.08,clay,soybean
56,103,39,30.96,45.31,8.85,36.38,loamy,bajra
74,43,63,18.38,55.32,6.78,132.28,loamy,maize
97,23,96,30.51,50.51,5.75,93.32,clay,oilseeds
149,72,83,33.37,94.14,6.35,115.08,clay,cotton
24,106,154,11.24,48.09,6.04,112.99,sandy,barley
55,93,185,15.45,83.27,5.07,291.67,loamy,barley
106,63,182,27.55,50.64,8.99,153.75,loamy,cotton
77,7,111,19.05,50.76,6.51,89.47,sandy,bajra
28,13,179,20.31,85.69,7.92,63.55,sandy,bajra
67,87,44,13.53,45.15,8.04,260.29,sandy,jowar
40,47,50,31.13,20.85,8.12,239.5,loamy,groundnut
22,69,11,17.23,25.26,4.89,51.08,clay,groundnut
101,90,164,13.78,34.8,4.71,115.28,loamy,soybean
146,113,85,18.85,86.06,5.51,73.75,loamy,oilseeds
89,93,146,38.99,58.34,4.67,39.37,loamy,sugarcane
45,59,119,19.55,74.2,5.58,50.91,sandy,gram
61,79,123,33.65,64.85,7.99,22.04,sandy,pulses
60,62,75,13.62,60.56,5.81,172.59,loamy,sugarcane
62,6,12,29.89,26.69,5.45,97.73,clay,maize
38,62,150,14.49,66.95,6.12,148.49,clay,barley
115,71,141,39.25,26.31,8.92,189.99,sandy,sugarcane
130,109,31,23.12,55.88,5.18,260.1,sandy,sugarcane
100,30,87,35.28,72.51,4.26,40.52,sandy,gram
91,50,94,36.46,27.74,4.62,296.42,loamy,soybean
102,89,58,25.13,29.74,5.37,106.18,loamy,gram
63,5,12,23.71,37.94,7,248,sandy,pulses
79,70,103,38.51,34.73,6.1,157.43,sandy,rice
114,105,32,31.3,26.98,6.97,186.34,loamy,barley
118,109,37,36.17,57.25,8.34,95.69,loamy,wheat
149,19,182,35.48,75.62,4.68,118.19,sandy,sugarcane
2,52,152,21.71,28.68,7.81,156.63,sandy,sugarcane
108,61,125,13.6,56.61,4.4,215.28,sandy,oilseeds
73,86,124,37.25,70.16,5.41,207.59,loamy,sugarcane
44,12,171,15.8,48.89,7.62,200.38,clay,pulses
145,109,125,36.62,60.75,7.82,206.67,sandy,oilseeds
52,71,68,10.27,87.21,5.23,24.25,loamy,millet
125,59,175,23.39,45.05,5.53,229.06,clay,sugarcane
71,83,83,35.54,69.65,4.61,50.29,clay,gram
78,65,9,19.91,47.45,8.71,96.61,clay,cotton
30,77,159,22.38,22.87,5.52,126.47,clay,bajra
14,45,164,28.54,75.93,6.33,54.3,loamy,gram
70,80,83,14,27.01,4.84,133.8,clay,barley
74,28,171,13.27,45.43,7.82,266.92,clay,oilseeds
1,55,106,21.81,28.08,7.4,228.55,sandy,millet
12,80,171,10.05,70.3,5.76,139.8,loamy,bajra
52,56,7,34.02,62.63,7.3,232.22,clay,oilseeds
149,95,32,27.96,74.02,7.12,271.05,loamy,rice
87,108,195,10.83,89.54,6.47,251.7,clay,wheat
48,24,98,11.53,94.08,5.25,90.48,clay,oilseeds
72,7,139,25.7,98.56,8.28,83.19,sandy,oilseeds
87,111,110,19.77,71.59,8.1,115.52,loamy,soybean
23,29,71,14,65.79,6.73,160.5,sandy,cotton
29,63,113,32.15,78.6,7.66,47.6,loamy,sugarcane
24,102,121,13.16,78.27,4.61,56.9,clay,bajra
59,8,147,38.55,75.2,7.17,247.3,loamy,jowar
134,86,26,16.9,83.57,6.36,111.48,clay,pulses
40,27,190,22.37,78.05,5.19,152.7,clay,rice
15,48,179,11.74,56.47,6.25,85.54,loamy,cotton
109,118,66,18.37,68.6,6.4,169.6,sandy,rice
116,47,108,25.3,21.69,8.54,144.74,clay,millet
17,23,116,17.34,86.17,7.39,243.51,sandy,gram
14,39,28,38.85,44.61,7.62,239.82,clay,gram
53,94,168,34.68,39.56,6.69,249.73,loamy,pulses
122,56,148,25.52,92.43,7.3,133.36,clay,bajra
21,24,93,24.91,66.11,6.42,141.37,sandy,oilseeds
27,99,175,15.81,92.74,4.21,227.89,sandy,oilseeds
44,61,29,19.23,27.17,6.65,277.56,clay,rice
91,30,6,37.38,25.08,4.66,299.68,sandy,maize
149,75,28,19.85,50.6,4.36,193.86,clay,cotton
80,89,35,35.76,93.93,8.91,247.17,sandy,groundnut
23,64,12,17.76,24.74,7.1,79.87,sandy,gram
108,10,86,33.98,64.14,5.02,238.85,sandy,sugarcane
114,91,28,13.28,86.35,6.92,102.37,loamy,rice
111,21,100,29.44,80.56,5.87,134.66,loamy,millet
19,16,112,33.29,67.95,7.22,264.23,sandy,groundnut
95,43,40,32.01,60.63,7.31,293.74,clay,cotton
22,56,112,11.61,60.48,4.6,127.82,sandy,sugarcane
39,95,156,10.16,50.28,4.22,33.88,clay,cotton
21,80,8,24.65,30.88,8.64,289.95,clay,rice
85,82,173,38.45,93.54,5.99,201.6,loamy,rice
51,55,164,25.91,28.25,6.52,55.93,loamy,soybean
41,36,92,33.15,53.56,7.84,97.49,sandy,bajra
23,75,100,21.29,48.71,5.93,272.86,clay,jowar
2,97,139,15.99,32.26,4.32,114.92,sandy,bajra
88,95,198,29.43,80.51,5.91,117.33,clay,maize
21,103,74,35.69,41.08,5.76,173.36,clay,bajra
20,24,66,12.68,74.73,7.18,296.93,loamy,pulses
73,78,178,38.34,62.98,7.76,34.22,clay,cotton
71,34,158,13.23,86.51,4.84,196.7,sandy,pulses
80,104,80,22.85,64.66,7.7,275.5,sandy,sugarcane
40,114,6,39.83,56.48,4.76,275.19,loamy,groundnut
144,97,188,23.11,60.2,7.58,166.73,clay,maize
71,20,78,11.89,68.65,7.1,106.13,loamy,millet
8,37,112,28.52,84.08,7.04,52.23,clay,gram
146,27,195,32.95,31.31,8.76,90.28,clay,pulses
50,88,94,26.76,65.74,7.46,184.84,clay,bajra
111,77,128,38.73,88.2,5.47,122.16,loamy,gram
49,68,141,15.69,30.86,7.86,186.58,loamy,jowar
64,52,88,20.61,25.41,6.27,206.91,sandy,pulses
57,70,149,23.66,39.19,8.77,108.17,loamy,barley
19,25,36,21.98,20,6.85,299.01,clay,groundnut
55,112,118,38.75,48.74,6.4,195.3,sandy,bajra
96,92,18,36.81,49.81,5.89,149.68,loamy,wheat
123,26,172,17,30.37,4.51,120.63,sandy,rice
136,80,183,13.27,91.71,8.25,230.52,sandy,soybean
45,62,155,23,44.26,4.77,79.06,sandy,rice
59,87,77,31.85,58.43,4.94,288.41,clay,groundnut
86,82,14,22.27,37.78,7.27,159.91,clay,jowar
27,80,79,14.88,40.16,8.02,90.49,clay,bajra
21,16,62,23.15,55.34,8.12,25.88,loamy,jowar
123,101,73,18.51,96.84,8.81,72.02,sandy,pulses
65,13,165,33.02,50.71,5.49,124.21,loamy,soybean
135,83,187,27.55,48.17,6.4,20.97,clay,jowar
117,31,177,12.93,29.36,8.5,63.58,sandy,oilseeds
142,76,26,22.38,79.63,7.74,98.35,sandy,soybean
64,101,167,22.03,96.55,5.91,271.42,clay,rice
136,108,133,19.42,65.52,6.28,269.95,clay,jowar
129,59,184,21.56,44.06,4.53,218.56,clay,bajra
147,83,33,33.21,54.88,5.28,242.16,loamy,millet
127,114,159,34.94,49.42,8.15,45.44,clay,maize
10,76,25,32.33,41.14,7.8,137.31,sandy,gram
18,28,50,17.59,44.93,5.97,192.16,clay,barley
1,88,190,33.17,72.9,7.27,45.96,clay,barley
51,7,112,20.27,83.71,5.66,210.82,loamy,pulses
107,20,69,14.9,44.5,4.7,180.38,loamy,wheat
37,105,154,18.36,68.39,6.7,219.88,sandy,pulses
106,71,49,27.01,66.75,5,259.83,loamy,cotton
114,5,25,28.6,48.5,7.01,35.1,loamy,oilseeds
127,46,193,24.93,35.48,6.41,66.21,loamy,rice
122,52,111,35.32,94.49,5.04,85.28,loamy,jowar
110,64,164,32.94,56.12,4.94,30.91,loamy,jowar
47,103,196,38.47,36.08,7.51,84.14,loamy,groundnut
38,50,182,18,92.6,5.18,174.77,clay,gram
2,106,109,16.25,24.15,4.66,157.55,sandy,groundnut
128,105,37,36.42,26.24,7.89,242.96,sandy,groundnut
67,115,163,13.41,76.78,8.44,104.25,sandy,sugarcane
6,14,43,32.59,94.47,4.57,230.93,loamy,wheat
5,33,187,33.58,33.13,7.07,84.66,loamy,barley
44,89,158,20.71,89.96,8.33,279.29,clay,maize
15,17,116,20.35,56.35,6.01,124.48,clay,millet
64,76,49,31.11,80.04,7.47,143.94,clay,barley
21,11,194,23.22,85.11,6.42,224.2,clay,millet
131,79,27,32.39,48.58,5.49,191.56,loamy,sugarcane
16,28,51,31.44,73.66,7.78,170.46,clay,millet
79,36,167,27.35,30.64,7.09,229.96,sandy,sugarcane
93,104,40,39,96.26,5.49,77.01,clay,wheat
75,59,35,14.67,73.71,7.44,120.32,loamy,barley
110,13,139,20.54,37.23,5.78,162.82,sandy,pulses
138,107,125,32.06,96.04,6.52,238.05,sandy,rice
130,87,191,32.93,76.48,4.69,277.74,loamy,pulses
41,51,97,35.93,52.98,7.81,170.17,clay,maize
4,10,195,31.1,25.16,8.93,210.36,sandy,oilseeds
14,39,68,38.53,42.9,5.57,155.76,sandy,oilseeds
149,7,118,14.45,69.13,4.62,289.82,loamy,cotton
43,42,109,27.48,27.02,8.03,229.22,sandy,barley
105,64,140,22.59,33.62,8.74,263.31,clay,bajra
1,109,181,32.36,72.68,7.94,49.11,clay,soybean
114,62,92,16.6,24.59,4.44,166.79,loamy,gram
21,28,66,20.48,51.14,8.24,22.75,sandy,pulses
11,40,188,26.53,68.09,7.04,161.43,loamy,cotton
0,25,147,36.5,30.72,6.2,25.11,clay,barley
30,21,68,27.14,88.25,7.28,78.88,loamy,sugarcane
87,112,83,13.36,86.83,6.49,259.3,loamy,rice
49,77,73,26.42,22.93,6.15,60.83,loamy,rice
14,97,42,30.67,57.53,4.36,142.27,clay,gram
16,36,33,33.57,45.41,8.63,219.68,sandy,gram
96,20,84,13.33,79.88,8.36,268.64,sandy,gram
60,6,82,25.44,77.15,4.82,123.42,sandy,rice
100,116,142,33.45,52.94,6.03,29.44,sandy,cotton
55,105,141,26.03,30.52,4.29,132.94,sandy,groundnut
82,102,127,22.01,43.16,4.28,145.5,sandy,rice
128,35,73,24.03,84.66,8.17,285.08,clay,millet
81,24,101,20.81,60.49,8.89,169.09,sandy,barley
44,7,8,26.53,60.64,6.26,154.09,loamy,bajra
40,9,115,24.5,23.83,5.1,184.68,clay,bajra
48,33,75,36.93,48.14,4.66,84.57,sandy,pulses
145,109,34,34.6,77.96,7.82,72.7,sandy,millet
69,73,128,10.25,32.39,4.96,238.42,sandy,maize
64,41,159,27.97,25.82,6.35,236.06,clay,millet
128,85,164,37.57,98.47,5.27,107.12,loamy,bajra
85,80,125,32.11,50.95,6.08,157.92,clay,groundnut
109,79,30,14.89,39.72,6.67,229.19,clay,millet
61,110,89,27.22,89.16,5.31,143.63,loamy,gram
5,71,148,35.49,29.37,4.88,232.35,clay,wheat
40,117,163,17.64,77.84,4.31,175.61,loamy,maize
138,97,92,28.89,74.72,7.51,170.34,clay,wheat
39,57,48,32.47,98.58,5.54,198.58,clay,rice
131,105,185,32.71,93.25,7.52,35.53,clay,rice
35,101,84,33.48,90.14,8.76,228.69,loamy,wheat
115,108,193,14.73,50.81,5.55,135.93,sandy,wheat
83,91,24,29.57,95.51,5.89,192.95,clay,wheat
130,63,150,32.42,86.62,6.25,218.99,loamy,barley
21,89,119,37.96,70.67,8.3,190.83,loamy,oilseeds
95,51,108,24.72,38.98,8.58,209.94,sandy,soybean
139,45,193,23.08,38.48,4.54,55.03,clay,soybean
68,42,43,30.27,67.24,4.64,243.03,clay,pulses
22,39,189,16.77,92.29,6.24,230.93,loamy,maize
33,99,94,25.06,50.01,5.4,239.11,clay,bajra
14,67,180,33,90.11,4.6,150.39,sandy,cotton
119,20,100,18.12,23.57,8.26,79.8,loamy,gram
60,6,93,31.06,62.17,5.22,193.15,loamy,gram
127,18,176,25.12,33.64,4.81,69.36,sandy,cotton
56,17,38,22.76,48.7,7.51,214.35,clay,millet
52,35,59,35.67,24.61,4.75,150.91,sandy,wheat
121,51,52,27.52,83.4,4.47,297.17,clay,oilseeds
107,37,69,19,36.39,5.86,296.84,loamy,wheat
89,29,110,23.33,60.95,6.15,139.65,clay,millet
108,21,98,39.3,87.33,7.49,23.33,sandy,sugarcane
92,73,60,19.39,57.83,7.19,54.06,sandy,pulses
22,107,109,37.56,39.1,8.65,118.98,loamy,sugarcane
66,109,104,31.72,61.11,6.4,294.03,clay,barley
131,119,56,33.03,75.08,6.15,34.32,loamy,jowar
121,89,21,19.72,47.52,6.67,47.05,clay,gram
